invoice_no,customer_id,gender,age,category,quantity,total_price,payment_method,Order Date,Month,Year,shopping_mall
I868386,C269430,Male,30,Cosmetics,4,162.64,Cash,14-Sep-21,September,2021,Kanyon
I217437,C116921,Female,53,Food & Beverage,5,26.15,Credit Card,15-Sep-21,September,2021,Mall of Istanbul
I282799,C721239,Female,67,Toys,5,179.2,Cash,16-Sep-21,September,2021,Istinye Park
I132817,C507725,Female,27,Shoes,5,3000.85,Credit Card,17-Sep-21,September,2021,Mall of Istanbul
I206949,C133603,Female,63,Clothing,5,1500.4,Cash,18-Sep-21,September,2021,Mall of Istanbul
I928847,C855678,Female,35,Food & Beverage,3,15.69,Credit Card,19-Sep-21,September,2021,Istinye Park
I163935,C297669,Male,62,Clothing,4,1200.32,Debit Card,20-Sep-21,September,2021,Kanyon
I327028,C324332,Female,20,Clothing,4,1200.32,Cash,21-Sep-21,September,2021,Forum Istanbul
I240617,C239313,Male,34,Cosmetics,5,203.3,Credit Card,22-Sep-21,September,2021,Kanyon
I174053,C485136,Male,56,Toys,3,107.52,Credit Card,23-Sep-21,September,2021,Kanyon
I320437,C866676,Male,22,Clothing,1,300.08,Credit Card,24-Sep-21,September,2021,Metrocity
I129150,C336940,Female,61,Cosmetics,5,203.3,Cash,25-Sep-21,September,2021,Emaar Square Mall
I220277,C190660,Male,54,Books,4,60.6,Credit Card,26-Sep-21,September,2021,Metrocity
I332398,C986930,Female,63,Shoes,2,1200.34,Credit Card,27-Sep-21,September,2021,Metrocity
I284561,C738384,Male,25,Clothing,5,1500.4,Cash,28-Sep-21,September,2021,Istinye Park
I659761,C144584,Female,47,Clothing,1,300.08,Credit Card,29-Sep-21,September,2021,Kanyon
I131914,C283898,Female,44,Shoes,2,1200.34,Cash,30-Sep-21,September,2021,Kanyon
I310772,C237664,Female,54,Shoes,5,3000.85,Cash,1-Oct-21,October,2021,Istinye Park
I227236,C273853,Female,62,Shoes,3,1800.51,Debit Card,2-Oct-21,October,2021,Mall of Istanbul
I162777,C807680,Male,48,Food & Beverage,5,26.15,Cash,3-Oct-21,October,2021,Metrocity
I300240,C832533,Male,58,Clothing,5,1500.4,Cash,4-Oct-21,October,2021,Mall of Istanbul
I240951,C201574,Male,31,Cosmetics,3,121.98,Cash,5-Oct-21,October,2021,Kanyon
I140289,C292453,Male,53,Cosmetics,4,162.64,Debit Card,6-Oct-21,October,2021,Mall of Istanbul
I227560,C121797,Male,55,Technology,1,1050,Cash,7-Oct-21,October,2021,Mall of Istanbul
I168758,C111342,Male,46,Clothing,1,300.08,Cash,8-Oct-21,October,2021,Mall of Istanbul
I134212,C135306,Male,20,Clothing,4,1200.32,Credit Card,9-Oct-21,October,2021,Metropol AVM
I221692,C295218,Female,58,Books,4,60.6,Credit Card,10-Oct-21,October,2021,Metropol AVM
I335631,C193441,Male,49,Books,4,60.6,Cash,11-Oct-21,October,2021,Mall of Istanbul
I171398,C526385,Male,63,Clothing,4,1200.32,Cash,12-Oct-21,October,2021,Viaport Outlet
I333138,C172204,Male,42,Clothing,2,600.16,Credit Card,13-Oct-21,October,2021,Kanyon
I186856,C457598,Female,40,Food & Beverage,5,26.15,Credit Card,14-Oct-21,October,2021,Kanyon
I326733,C247589,Male,28,Technology,2,2100,Credit Card,15-Oct-21,October,2021,Kanyon
I329009,C198161,Female,68,Cosmetics,4,162.64,Credit Card,16-Oct-21,October,2021,Mall of Istanbul
I274131,C118460,Female,23,Food & Beverage,4,20.92,Cash,17-Oct-21,October,2021,Emaar Square Mall
I402704,C121551,Male,28,Clothing,3,900.24,Credit Card,18-Oct-21,October,2021,Forum Istanbul
I158587,C119297,Male,40,Clothing,3,900.24,Credit Card,19-Oct-21,October,2021,Mall of Istanbul
I332029,C301181,Female,18,Shoes,3,1800.51,Credit Card,20-Oct-21,October,2021,Metrocity
I166536,C106583,Female,56,Toys,5,179.2,Credit Card,21-Oct-21,October,2021,Mall of Istanbul
I178847,C803010,Male,38,Toys,1,35.84,Cash,22-Oct-21,October,2021,Istinye Park
I290172,C195405,Female,22,Clothing,4,1200.32,Credit Card,23-Oct-21,October,2021,Metropol AVM
I150992,C765432,Female,63,Shoes,5,3000.85,Credit Card,24-Oct-21,October,2021,Viaport Outlet
I217749,C105743,Female,51,Shoes,1,600.17,Credit Card,25-Oct-21,October,2021,Mall of Istanbul
I221374,C261344,Female,45,Souvenir,4,46.92,Debit Card,26-Oct-21,October,2021,Kanyon
I259652,C304389,Female,27,Food & Beverage,5,26.15,Cash,27-Oct-21,October,2021,Metropol AVM
I155958,C184300,Male,51,Clothing,5,1500.4,Credit Card,28-Oct-21,October,2021,Metropol AVM
I322307,C119894,Female,23,Food & Beverage,5,26.15,Credit Card,29-Oct-21,October,2021,Kanyon
I157026,C329000,Female,29,Shoes,5,3000.85,Credit Card,30-Oct-21,October,2021,Istinye Park
I425665,C309515,Female,48,Toys,4,143.36,Credit Card,31-Oct-21,October,2021,Zorlu Center
I263059,C123711,Male,19,Clothing,1,300.08,Credit Card,1-Nov-21,November,2021,Metrocity
I329561,C193264,Male,30,Food & Beverage,2,10.46,Credit Card,2-Nov-21,November,2021,Mall of Istanbul
I122358,C537541,Female,32,Clothing,1,300.08,Credit Card,3-Nov-21,November,2021,Istinye Park
I282887,C478916,Male,49,Clothing,5,1500.4,Cash,4-Nov-21,November,2021,Mall of Istanbul
I133527,C131842,Female,31,Food & Beverage,1,5.23,Debit Card,5-Nov-21,November,2021,Mall of Istanbul
I310220,C316343,Female,39,Books,4,60.6,Cash,6-Nov-21,November,2021,Kanyon
I145411,C331387,Male,20,Toys,2,71.68,Debit Card,7-Nov-21,November,2021,Metrocity
I627211,C292307,Female,51,Clothing,2,600.16,Cash,8-Nov-21,November,2021,Kanyon
I161637,C224991,Male,52,Cosmetics,4,162.64,Cash,9-Nov-21,November,2021,Metrocity
I796389,C244694,Female,60,Clothing,1,300.08,Cash,10-Nov-21,November,2021,Kanyon
I123765,C925796,Female,21,Food & Beverage,3,15.69,Credit Card,11-Nov-21,November,2021,Kanyon
I287793,C327954,Female,28,Clothing,4,1200.32,Credit Card,12-Nov-21,November,2021,Istinye Park
I819684,C323574,Female,58,Clothing,4,1200.32,Cash,13-Nov-21,November,2021,Kanyon
I280717,C136014,Male,49,Cosmetics,1,40.66,Cash,14-Nov-21,November,2021,Metropol AVM
I310846,C240325,Female,41,Food & Beverage,1,5.23,Debit Card,15-Nov-21,November,2021,Metrocity
I160651,C213981,Female,36,Clothing,5,1500.4,Credit Card,16-Nov-21,November,2021,Mall of Istanbul
I157192,C283350,Female,29,Cosmetics,5,203.3,Credit Card,17-Nov-21,November,2021,Mall of Istanbul
I330593,C682406,Female,41,Shoes,5,3000.85,Cash,18-Nov-21,November,2021,Kanyon
I270089,C496393,Female,42,Shoes,4,2400.68,Credit Card,19-Nov-21,November,2021,Istinye Park
I101731,C125296,Female,41,Books,3,45.45,Cash,20-Nov-21,November,2021,Mall of Istanbul
I179183,C115059,Female,21,Souvenir,1,11.73,Debit Card,21-Nov-21,November,2021,Mall of Istanbul
I267365,C315888,Male,29,Books,1,15.15,Cash,22-Nov-21,November,2021,Istinye Park
I135796,C170508,Female,21,Cosmetics,2,81.32,Cash,23-Nov-21,November,2021,Kanyon
I293694,C336846,Female,38,Clothing,5,1500.4,Credit Card,24-Nov-21,November,2021,Emaar Square Mall
I195497,C387559,Male,44,Clothing,2,600.16,Debit Card,25-Nov-21,November,2021,Viaport Outlet
I142782,C276122,Female,40,Technology,3,3150,Credit Card,26-Nov-21,November,2021,Mall of Istanbul
I202675,C301894,Male,26,Souvenir,4,46.92,Cash,27-Nov-21,November,2021,Viaport Outlet
I228195,C476451,Female,23,Food & Beverage,5,26.15,Cash,28-Nov-21,November,2021,Kanyon
I716275,C894269,Female,69,Shoes,4,2400.68,Debit Card,29-Nov-21,November,2021,Metropol AVM
I237015,C294999,Female,39,Shoes,1,600.17,Credit Card,30-Nov-21,November,2021,Mall of Istanbul
I229152,C220098,Male,61,Toys,1,35.84,Debit Card,1-Dec-21,December,2021,Metropol AVM
I240580,C625736,Female,18,Books,4,60.6,Credit Card,2-Dec-21,December,2021,Kanyon
I206307,C251281,Male,40,Clothing,4,1200.32,Debit Card,3-Dec-21,December,2021,Kanyon
I170434,C275432,Female,38,Cosmetics,2,81.32,Credit Card,4-Dec-21,December,2021,Metropol AVM
I284203,C123578,Male,28,Clothing,3,900.24,Debit Card,5-Dec-21,December,2021,Metropol AVM
I339346,C144276,Female,66,Food & Beverage,5,26.15,Credit Card,6-Dec-21,December,2021,Mall of Istanbul
I213042,C238668,Female,43,Cosmetics,3,121.98,Credit Card,7-Dec-21,December,2021,Kanyon
I266160,C118349,Male,22,Clothing,2,600.16,Credit Card,8-Dec-21,December,2021,Metrocity
I284344,C125800,Female,41,Food & Beverage,5,26.15,Debit Card,9-Dec-21,December,2021,Mall of Istanbul
I264953,C133559,Male,37,Clothing,2,600.16,Credit Card,10-Dec-21,December,2021,Metrocity
I281381,C100322,Female,24,Technology,5,5250,Cash,11-Dec-21,December,2021,Viaport Outlet
I195995,C408592,Female,66,Food & Beverage,3,15.69,Cash,12-Dec-21,December,2021,Kanyon
I912553,C758661,Female,39,Toys,1,35.84,Debit Card,13-Dec-21,December,2021,Cevahir AVM
I186312,C287850,Female,26,Clothing,5,1500.4,Debit Card,14-Dec-21,December,2021,Forum Istanbul
I297292,C330941,Male,66,Clothing,5,1500.4,Cash,15-Dec-21,December,2021,Metropol AVM
I128885,C122866,Female,22,Cosmetics,5,203.3,Credit Card,16-Dec-21,December,2021,Mall of Istanbul
I961322,C140372,Female,60,Souvenir,1,11.73,Credit Card,17-Dec-21,December,2021,Metrocity
I277232,C231470,Female,28,Clothing,1,300.08,Debit Card,18-Dec-21,December,2021,Mall of Istanbul
I247218,C741297,Male,36,Books,1,15.15,Cash,19-Dec-21,December,2021,Mall of Istanbul
I308674,C286611,Female,51,Clothing,5,1500.4,Credit Card,20-Dec-21,December,2021,Metropol AVM
I538788,C155240,Female,29,Toys,1,35.84,Credit Card,21-Dec-21,December,2021,Mall of Istanbul
I682922,C283849,Female,58,Clothing,5,1500.4,Cash,22-Dec-21,December,2021,Mall of Istanbul
I123864,C121156,Male,68,Shoes,3,1800.51,Cash,23-Dec-21,December,2021,Metrocity
I474019,C299779,Female,58,Cosmetics,5,203.3,Debit Card,24-Dec-21,December,2021,Kanyon
I857171,C115898,Male,26,Shoes,2,1200.34,Cash,25-Dec-21,December,2021,Emaar Square Mall
I317330,C142672,Female,49,Shoes,5,3000.85,Credit Card,26-Dec-21,December,2021,Mall of Istanbul
I476430,C234140,Female,41,Clothing,5,1500.4,Credit Card,27-Dec-21,December,2021,Forum Istanbul
I712121,C373154,Female,49,Toys,1,35.84,Credit Card,28-Dec-21,December,2021,Emaar Square Mall
I253258,C954128,Female,28,Clothing,1,300.08,Credit Card,29-Dec-21,December,2021,Kanyon
I103248,C202349,Female,21,Toys,2,71.68,Cash,30-Dec-21,December,2021,Kanyon
I201709,C210240,Female,69,Souvenir,5,58.65,Credit Card,31-Dec-21,December,2021,Mall of Istanbul
I140531,C216013,Male,22,Shoes,3,1800.51,Credit Card,1-Jan-22,January,2022,Metrocity
I598832,C222244,Male,26,Books,4,60.6,Cash,2-Jan-22,January,2022,Metrocity
I233406,C202286,Female,43,Food & Beverage,4,20.92,Cash,3-Jan-22,January,2022,Emaar Square Mall
I274719,C291962,Female,47,Food & Beverage,1,5.23,Debit Card,4-Jan-22,January,2022,Forum Istanbul
I868553,C105764,Male,67,Souvenir,2,23.46,Cash,5-Jan-22,January,2022,Emaar Square Mall
I310692,C878345,Female,48,Clothing,4,1200.32,Credit Card,6-Jan-22,January,2022,Kanyon
I254673,C143430,Female,42,Cosmetics,2,81.32,Debit Card,7-Jan-22,January,2022,Kanyon
I153941,C338552,Female,21,Clothing,3,900.24,Credit Card,8-Jan-22,January,2022,Mall of Istanbul
I255301,C306089,Female,43,Clothing,5,1500.4,Cash,9-Jan-22,January,2022,Metropol AVM
I276989,C253346,Female,39,Technology,2,2100,Debit Card,10-Jan-22,January,2022,Metropol AVM
I172473,C279849,Female,64,Clothing,5,1500.4,Cash,11-Jan-22,January,2022,Metrocity
I215573,C197901,Female,53,Clothing,5,1500.4,Cash,12-Jan-22,January,2022,Cevahir AVM
I224625,C160452,Female,34,Clothing,5,1500.4,Credit Card,13-Jan-22,January,2022,Emaar Square Mall
I113812,C463587,Male,68,Shoes,4,2400.68,Cash,14-Jan-22,January,2022,Metrocity
I325023,C290609,Female,61,Clothing,4,1200.32,Credit Card,15-Jan-22,January,2022,Zorlu Center
I407437,C288544,Male,64,Cosmetics,5,203.3,Credit Card,16-Jan-22,January,2022,Viaport Outlet
I935028,C275199,Female,46,Technology,3,3150,Credit Card,17-Jan-22,January,2022,Mall of Istanbul
I121064,C576013,Female,55,Souvenir,3,35.19,Credit Card,18-Jan-22,January,2022,Mall of Istanbul
I796512,C177280,Female,33,Books,4,60.6,Cash,19-Jan-22,January,2022,Istinye Park
I322576,C119068,Female,40,Clothing,2,600.16,Credit Card,20-Jan-22,January,2022,Mall of Istanbul
I198420,C157534,Male,22,Shoes,1,600.17,Cash,21-Jan-22,January,2022,Kanyon
I117778,C455212,Male,21,Clothing,1,300.08,Cash,22-Jan-22,January,2022,Mall of Istanbul
I258926,C128834,Male,57,Clothing,1,300.08,Credit Card,23-Jan-22,January,2022,Mall of Istanbul
I121659,C339085,Female,29,Food & Beverage,3,15.69,Cash,24-Jan-22,January,2022,Forum Istanbul
I125147,C295069,Male,68,Cosmetics,4,162.64,Cash,25-Jan-22,January,2022,Kanyon
I123522,C257163,Male,20,Food & Beverage,1,5.23,Cash,26-Jan-22,January,2022,Istinye Park
I239542,C718508,Female,64,Clothing,1,300.08,Cash,27-Jan-22,January,2022,Forum Istanbul
I857861,C272918,Male,18,Technology,5,5250,Cash,28-Jan-22,January,2022,Mall of Istanbul
I249497,C276263,Female,47,Cosmetics,3,121.98,Credit Card,29-Jan-22,January,2022,Istinye Park
I454682,C968730,Female,27,Clothing,5,1500.4,Cash,30-Jan-22,January,2022,Cevahir AVM
I934104,C315154,Female,34,Cosmetics,5,203.3,Cash,31-Jan-22,January,2022,Mall of Istanbul
I144157,C146738,Male,39,Toys,5,179.2,Cash,1-Feb-22,February,2022,Metrocity
I170362,C103888,Male,69,Clothing,4,1200.32,Cash,2-Feb-22,February,2022,Mall of Istanbul
I805520,C488994,Female,48,Cosmetics,4,162.64,Credit Card,3-Feb-22,February,2022,Metrocity
I252825,C828471,Male,37,Clothing,5,1500.4,Credit Card,4-Feb-22,February,2022,Metropol AVM
I338183,C222728,Male,18,Clothing,4,1200.32,Cash,5-Feb-22,February,2022,Kanyon
I300808,C541498,Male,38,Clothing,3,900.24,Cash,6-Feb-22,February,2022,Kanyon
I225402,C198322,Female,40,Souvenir,4,46.92,Cash,7-Feb-22,February,2022,Mall of Istanbul
I255774,C248859,Male,18,Food & Beverage,1,5.23,Debit Card,8-Feb-22,February,2022,Metropol AVM
I196168,C657207,Female,19,Clothing,3,900.24,Credit Card,9-Feb-22,February,2022,Kanyon
I580474,C535999,Male,43,Technology,4,4200,Debit Card,10-Feb-22,February,2022,Zorlu Center
I124650,C330949,Female,27,Food & Beverage,4,20.92,Cash,11-Feb-22,February,2022,Emaar Square Mall
I777931,C229071,Male,27,Clothing,5,1500.4,Debit Card,12-Feb-22,February,2022,Kanyon
I208602,C524104,Female,25,Shoes,2,1200.34,Cash,13-Feb-22,February,2022,Zorlu Center
I984781,C336350,Male,60,Clothing,4,1200.32,Cash,14-Feb-22,February,2022,Zorlu Center
I789368,C199509,Male,22,Cosmetics,3,121.98,Cash,15-Feb-22,February,2022,Metropol AVM
I850954,C110091,Male,67,Clothing,2,600.16,Credit Card,16-Feb-22,February,2022,Emaar Square Mall
I313995,C213844,Female,33,Cosmetics,5,203.3,Cash,17-Feb-22,February,2022,Cevahir AVM
I233250,C303112,Female,55,Clothing,3,900.24,Cash,18-Feb-22,February,2022,Metrocity
I631562,C121637,Female,49,Clothing,2,600.16,Cash,19-Feb-22,February,2022,Viaport Outlet
I387354,C128876,Male,27,Shoes,1,600.17,Cash,20-Feb-22,February,2022,Kanyon
I910145,C315399,Female,23,Clothing,3,900.24,Debit Card,21-Feb-22,February,2022,Kanyon
I707819,C261237,Female,60,Clothing,3,900.24,Debit Card,22-Feb-22,February,2022,Istinye Park
I138046,C137153,Female,21,Technology,1,1050,Credit Card,23-Feb-22,February,2022,Mall of Istanbul
I319681,C304748,Female,32,Clothing,4,1200.32,Credit Card,24-Feb-22,February,2022,Mall of Istanbul
I158498,C403561,Female,42,Technology,1,1050,Credit Card,25-Feb-22,February,2022,Zorlu Center
I299444,C303302,Female,30,Clothing,3,900.24,Cash,26-Feb-22,February,2022,Zorlu Center
I229895,C156273,Male,36,Toys,1,35.84,Cash,27-Feb-22,February,2022,Kanyon
I117926,C204724,Female,26,Clothing,1,300.08,Debit Card,28-Feb-22,February,2022,Cevahir AVM
I256969,C166800,Female,31,Toys,4,143.36,Cash,1-Mar-22,March,2022,Kanyon
I189131,C135204,Female,25,Clothing,4,1200.32,Cash,2-Mar-22,March,2022,Mall of Istanbul
I204897,C997987,Female,59,Clothing,4,1200.32,Cash,3-Mar-22,March,2022,Emaar Square Mall
I203178,C268054,Female,61,Food & Beverage,5,26.15,Debit Card,4-Mar-22,March,2022,Metrocity
I262105,C215196,Male,42,Technology,2,2100,Cash,5-Mar-22,March,2022,Emaar Square Mall
I358791,C899218,Female,64,Books,4,60.6,Credit Card,6-Mar-22,March,2022,Mall of Istanbul
I334883,C730185,Female,29,Clothing,1,300.08,Cash,7-Mar-22,March,2022,Emaar Square Mall
I844405,C886153,Female,32,Clothing,2,600.16,Credit Card,8-Mar-22,March,2022,Metropol AVM
I284474,C126883,Male,60,Shoes,1,600.17,Credit Card,9-Mar-22,March,2022,Metrocity
I316383,C582855,Male,53,Food & Beverage,5,26.15,Cash,10-Mar-22,March,2022,Metrocity
I230848,C323917,Male,31,Food & Beverage,4,20.92,Cash,11-Mar-22,March,2022,Metropol AVM
I384873,C436520,Male,28,Clothing,2,600.16,Debit Card,12-Mar-22,March,2022,Kanyon
I223875,C493406,Female,34,Shoes,3,1800.51,Cash,13-Mar-22,March,2022,Emaar Square Mall
I304830,C240135,Female,34,Clothing,1,300.08,Cash,14-Mar-22,March,2022,Kanyon
I247936,C581116,Male,47,Books,3,45.45,Cash,15-Mar-22,March,2022,Mall of Istanbul
I250414,C184459,Female,47,Clothing,2,600.16,Credit Card,16-Mar-22,March,2022,Metrocity
I276696,C229051,Male,49,Cosmetics,2,81.32,Cash,17-Mar-22,March,2022,Istinye Park
I121828,C245572,Male,54,Toys,5,179.2,Credit Card,18-Mar-22,March,2022,Kanyon
I844366,C259676,Female,68,Clothing,2,600.16,Cash,19-Mar-22,March,2022,Kanyon
I447293,C287764,Female,21,Technology,2,2100,Cash,20-Mar-22,March,2022,Kanyon
I238246,C159315,Female,32,Clothing,2,600.16,Cash,21-Mar-22,March,2022,Mall of Istanbul
I170003,C747837,Female,56,Food & Beverage,3,15.69,Cash,22-Mar-22,March,2022,Viaport Outlet
I328770,C214029,Female,47,Clothing,2,600.16,Cash,23-Mar-22,March,2022,Zorlu Center
I229383,C179057,Male,45,Clothing,5,1500.4,Credit Card,24-Mar-22,March,2022,Mall of Istanbul
I254075,C211416,Male,58,Clothing,1,300.08,Credit Card,25-Mar-22,March,2022,Mall of Istanbul
I128667,C187422,Female,69,Clothing,2,600.16,Cash,26-Mar-22,March,2022,Metropol AVM
I284445,C191032,Female,51,Clothing,4,1200.32,Debit Card,27-Mar-22,March,2022,Emaar Square Mall
I713230,C114902,Female,35,Clothing,1,300.08,Credit Card,28-Mar-22,March,2022,Metrocity
I228583,C225306,Male,61,Food & Beverage,4,20.92,Cash,29-Mar-22,March,2022,Istinye Park
I890999,C310413,Female,19,Books,3,45.45,Cash,30-Mar-22,March,2022,Metrocity
I240382,C245745,Female,37,Clothing,5,1500.4,Credit Card,31-Mar-22,March,2022,Istinye Park
I141658,C172646,Male,30,Cosmetics,2,81.32,Credit Card,1-Apr-22,April,2022,Emaar Square Mall
I152436,C218079,Female,48,Shoes,2,1200.34,Debit Card,2-Apr-22,April,2022,Cevahir AVM
I276807,C295505,Female,26,Clothing,5,1500.4,Cash,3-Apr-22,April,2022,Kanyon
I145372,C169406,Male,49,Clothing,1,300.08,Cash,4-Apr-22,April,2022,Metrocity
I247264,C588455,Male,62,Clothing,2,600.16,Cash,5-Apr-22,April,2022,Kanyon
I268142,C141530,Female,31,Books,1,15.15,Cash,6-Apr-22,April,2022,Viaport Outlet
I956543,C121976,Female,65,Cosmetics,4,162.64,Credit Card,7-Apr-22,April,2022,Forum Istanbul
I573734,C246503,Female,59,Clothing,1,300.08,Credit Card,8-Apr-22,April,2022,Zorlu Center
I337324,C338690,Female,25,Clothing,1,300.08,Debit Card,9-Apr-22,April,2022,Mall of Istanbul
I821672,C207320,Male,56,Food & Beverage,2,10.46,Cash,10-Apr-22,April,2022,Mall of Istanbul
I120468,C949760,Male,31,Shoes,4,2400.68,Cash,11-Apr-22,April,2022,Kanyon
I951988,C492890,Male,19,Cosmetics,3,121.98,Credit Card,12-Apr-22,April,2022,Kanyon
I221547,C476125,Female,55,Clothing,1,300.08,Credit Card,13-Apr-22,April,2022,Metrocity
I182752,C280881,Female,67,Cosmetics,3,121.98,Cash,14-Apr-22,April,2022,Metropol AVM
I170558,C211626,Male,22,Cosmetics,2,81.32,Cash,15-Apr-22,April,2022,Metropol AVM
I520629,C804869,Male,54,Food & Beverage,3,15.69,Cash,16-Apr-22,April,2022,Istinye Park
I733066,C198180,Male,51,Cosmetics,3,121.98,Cash,17-Apr-22,April,2022,Metrocity
I265604,C160512,Female,51,Toys,1,35.84,Credit Card,18-Apr-22,April,2022,Emaar Square Mall
I179759,C192871,Female,19,Toys,3,107.52,Cash,19-Apr-22,April,2022,Forum Istanbul
I256619,C301754,Male,43,Cosmetics,4,162.64,Cash,20-Apr-22,April,2022,Viaport Outlet
I163528,C190313,Female,55,Books,4,60.6,Cash,21-Apr-22,April,2022,Kanyon
I924814,C162841,Female,21,Cosmetics,3,121.98,Debit Card,22-Apr-22,April,2022,Zorlu Center
I320096,C251203,Male,40,Toys,2,71.68,Credit Card,23-Apr-22,April,2022,Cevahir AVM
I315253,C290632,Male,52,Clothing,5,1500.4,Cash,24-Apr-22,April,2022,Kanyon
I156674,C226593,Male,26,Toys,3,107.52,Credit Card,25-Apr-22,April,2022,Metrocity
I576932,C159886,Female,58,Toys,4,143.36,Debit Card,26-Apr-22,April,2022,Mall of Istanbul
I270441,C123618,Female,59,Clothing,1,300.08,Cash,27-Apr-22,April,2022,Metropol AVM
I827488,C622329,Female,19,Clothing,4,1200.32,Credit Card,28-Apr-22,April,2022,Kanyon
I236096,C740518,Female,39,Clothing,1,300.08,Debit Card,29-Apr-22,April,2022,Mall of Istanbul
I780940,C164046,Male,19,Clothing,3,900.24,Debit Card,30-Apr-22,April,2022,Viaport Outlet
I126279,C722003,Male,65,Clothing,3,900.24,Cash,1-May-22,May,2022,Forum Istanbul
I337132,C122254,Female,20,Clothing,5,1500.4,Cash,2-May-22,May,2022,Istinye Park
I113566,C833832,Female,31,Clothing,2,600.16,Cash,3-May-22,May,2022,Viaport Outlet
I196306,C345828,Male,51,Technology,4,4200,Credit Card,4-May-22,May,2022,Kanyon
I229719,C334097,Female,38,Shoes,1,600.17,Credit Card,5-May-22,May,2022,Mall of Istanbul
I329613,C126100,Female,58,Clothing,5,1500.4,Debit Card,6-May-22,May,2022,Mall of Istanbul
I238285,C510364,Male,44,Clothing,3,900.24,Cash,7-May-22,May,2022,Forum Istanbul
I597660,C230207,Female,61,Clothing,3,900.24,Cash,8-May-22,May,2022,Cevahir AVM
I162737,C189528,Female,64,Food & Beverage,5,26.15,Cash,9-May-22,May,2022,Cevahir AVM
I130989,C148047,Female,69,Clothing,1,300.08,Credit Card,10-May-22,May,2022,Metrocity
I328570,C304549,Female,26,Shoes,1,600.17,Debit Card,11-May-22,May,2022,Istinye Park
I108567,C488263,Female,64,Clothing,1,300.08,Cash,12-May-22,May,2022,Metrocity
I169204,C160190,Male,19,Toys,4,143.36,Cash,13-May-22,May,2022,Kanyon
I166361,C526513,Male,22,Food & Beverage,3,15.69,Cash,14-May-22,May,2022,Kanyon
I290124,C335595,Female,68,Clothing,4,1200.32,Debit Card,15-May-22,May,2022,Kanyon
I294891,C266128,Female,46,Clothing,1,300.08,Credit Card,16-May-22,May,2022,Mall of Istanbul
I111440,C187813,Male,40,Toys,2,71.68,Credit Card,17-May-22,May,2022,Kanyon
I294211,C249993,Female,59,Technology,4,4200,Cash,18-May-22,May,2022,Mall of Istanbul
I735905,C439853,Female,18,Cosmetics,1,40.66,Cash,19-May-22,May,2022,Kanyon
I937841,C309165,Female,58,Clothing,1,300.08,Cash,20-May-22,May,2022,Mall of Istanbul
I284202,C434802,Male,46,Food & Beverage,5,26.15,Credit Card,21-May-22,May,2022,Istinye Park
I115449,C240902,Female,42,Food & Beverage,4,20.92,Debit Card,22-May-22,May,2022,Kanyon
I659960,C939175,Male,62,Clothing,1,300.08,Credit Card,23-May-22,May,2022,Cevahir AVM
I176554,C180719,Male,24,Toys,5,179.2,Debit Card,24-May-22,May,2022,Emaar Square Mall
I292313,C252662,Female,18,Cosmetics,4,162.64,Cash,25-May-22,May,2022,Metrocity
I533515,C289993,Female,56,Toys,1,35.84,Credit Card,26-May-22,May,2022,Metrocity
I288268,C132503,Female,59,Souvenir,3,35.19,Credit Card,27-May-22,May,2022,Cevahir AVM
I103324,C501294,Female,63,Food & Beverage,1,5.23,Cash,28-May-22,May,2022,Istinye Park
I233367,C233053,Female,32,Souvenir,5,58.65,Debit Card,29-May-22,May,2022,Kanyon
I480312,C412543,Male,59,Shoes,1,600.17,Cash,30-May-22,May,2022,Kanyon
I937134,C949868,Male,30,Souvenir,2,23.46,Cash,31-May-22,May,2022,Mall of Istanbul
I138038,C165331,Female,32,Cosmetics,5,203.3,Cash,1-Jun-22,June,2022,Kanyon
I288025,C151464,Female,38,Food & Beverage,5,26.15,Credit Card,2-Jun-22,June,2022,Forum Istanbul
I492848,C259107,Female,47,Clothing,5,1500.4,Cash,3-Jun-22,June,2022,Mall of Istanbul
I230515,C723990,Female,35,Clothing,1,300.08,Cash,4-Jun-22,June,2022,Cevahir AVM
I241354,C160596,Female,35,Food & Beverage,1,5.23,Debit Card,5-Jun-22,June,2022,Kanyon
I822406,C339385,Female,45,Clothing,1,300.08,Credit Card,6-Jun-22,June,2022,Emaar Square Mall
I210426,C207922,Male,46,Souvenir,4,46.92,Cash,7-Jun-22,June,2022,Metropol AVM
I509979,C227945,Male,49,Food & Beverage,2,10.46,Debit Card,8-Jun-22,June,2022,Istinye Park
I150364,C134039,Female,69,Food & Beverage,5,26.15,Credit Card,9-Jun-22,June,2022,Metrocity
I206350,C140290,Male,33,Technology,5,5250,Cash,10-Jun-22,June,2022,Emaar Square Mall
I100614,C261517,Female,41,Cosmetics,5,203.3,Cash,11-Jun-22,June,2022,Cevahir AVM
I818342,C340084,Female,52,Clothing,1,300.08,Debit Card,12-Jun-22,June,2022,Zorlu Center
I248898,C264545,Male,38,Clothing,5,1500.4,Credit Card,13-Jun-22,June,2022,Kanyon
I232489,C173388,Male,52,Clothing,5,1500.4,Cash,14-Jun-22,June,2022,Mall of Istanbul
I247145,C274472,Female,55,Books,5,75.75,Credit Card,15-Jun-22,June,2022,Mall of Istanbul
I153775,C921087,Female,60,Shoes,2,1200.34,Credit Card,16-Jun-22,June,2022,Metrocity
